1989902	Jag kommer att behöva din hjälp.	1460278	Ich werde Ihre Hilfe benötigen.
1989902	Jag kommer att behöva din hjälp.	3292714	Ich werde deine Hilfe brauchen.
1990424	Min far älskar min mor.	802903	Mein Vater liebt meine Mutter.
1990438	Varför ser du så ledsen ut?	916379	Wieso siehst du so traurig aus?
1990438	Varför ser du så ledsen ut?	2172987	Warum seht ihr so traurig aus?
1990490	Jag är vaken.	1313714	Ich bin wach.
1990492	Jag har rätt.	801040	Ich habe recht.
1990492	Jag har rätt.	817440	Ich habe Recht.
1990558	Vet du varför himlen är blå?	2187813	Weißt du, warum der Himmel blau ist?
1990633	Hon känner mig.	454070	Sie kennt mich.
1991659	Vad är detta?	80	Was ist das?
1992100	Hur många skyskrapor finns det egentligen i Shanghai?	3303092	Wie viele Wolkenkratzer gibt es eigentlich in Shanghai?
1992103	Från mitt fönster har jag en kvintessentiellt japansk utsikt.	3150225	Von meinem Fenster habe ich eine im Wesentlichen japanische Aussicht.
1992109	Det tog bara några veckor innan utbytesstudenterna råkade i luven på varandra.	3064759	Es dauerte nur wenige Wochen, bis die Austauschschüler sich in die Haare gerieten.
1992111	Hjärtat sitter till vänster.	2741531	Das Herz sitzt links.
1992196	Nej, nej och åter nej.	2811190	Nein, nein und aber nein!
1992745	Jag har inget emot det.	2137951	Ich habe nichts dagegen.
1996305	Tvätta ditt ansikte.	618943	Wasch dir das Gesicht.
1996329	Skämta inte med mig!	3534413	Verarsch mich nicht!
1996377	Hur är det med din pappa?	1251436	Wie geht es deinem Vater?
1996377	Hur är det med din pappa?	1251437	Wie ist dein Vater so?
1996415	Det kommer inte att gå.	1360204	Das geht nicht.
1996415	Det kommer inte att gå.	1473348	Das wird nicht funktionieren.
1996590	Kom igen.	444619	Komm mit!
1996597	Lägg av!	1218718	Hör doch auf!
1996627	Skriv till mig.	2297034	Schreib mir!
1996711	Jag är färdig.	360802	Ich bin fertig.
1996721	Tom hatar mig.	1997590	Tom hasst mich.
1998279	Hon är grym.	1918661	Sie ist grausam.
1998313	Tom är en idrottskille.	3534404	Tom ist ein Sportler.
1998335	Vi måste gå.	1743630	Wir müssen gehen.
1998390	Hallå, är det någon där?	2193422	Hallo, ist da jemand?
1998409	Släpp taget om min arm!	1314751	Lass meinen Arm los!
1998417	Oroa dig inte över sådana småsaker.	3292651	Mach dir wegen solcher Kleinigkeiten keine Sorgen!
1998444	Jaså, vem har sagt det?	3064747	Ach so, wer hat das gesagt?
1998458	Välkommen till vår enkla boning.	3101494	Willkommen in unserer bescheidenen Behausung!
1998474	Skjut inte!	1684247	Nicht schießen!
1999360	Jag kommer att skjuta dig.	2238209	Ich werde dich erschießen.
1999408	Jag följer med dig.	2350833	Ich gehe mit dir.
1999426	Jag är redan rik.	2064530	Ich bin schon reich.
1999676	Det är din rättighet.	2113342	Das ist dein gutes Recht.
1999686	Sluta plåga mig.	2113345	Hör auf, mich zu quälen!
1999716	Tom frågade ut mig.	2113348	Tom hat mich ausgefragt.
1999887	Jag är musiker.	2108899	Ich bin Musiker.
1999888	Jag är arg på dig.	2113353	Ich bin sauer auf dich.
1999890	Låt mig hämta Tom.	2113356	Lass mich Tom holen.
1999899	Tom klappade ihop.	2113360	Tom brach zusammen.
1999908	Tom är oärlig.	2113363	Tom ist unaufrichtig.
1999913	Tom saknas.	2113367	Tom fehlt.
2000079	Jag hade ingenting att göra med gruppen.	2113381	Ich hatte mit der Gruppe nichts zu tun.
2000080	Den här klockan verkar inte fungera som den ska.	2113383	Diese Uhr scheint nicht so zu funktionieren, wie sie soll.
2000081	Jag läser.	2113384	Ich lese.
2000087	Hon är upptagen.	2113389	Sie ist beschäftigt.
2000089	Många vet inte om att antibiotika är verkningslösa mot virussjukdomar.	2113394	Viele wissen nicht, dass Antibiotika gegen Virusinfektionen wirkungslos sind.
2000099	Jag skulle vilja ha ett svar.	2113404	Ich möchte eine Antwort haben.
2000105	Det är 48 sjömän på skeppet.	2113413	Es sind 48 Seeleute auf dem Schiff.
2000108	Hon är inte ung längre. Hon är åtminstone 30 år gammal.	2113416	Sie ist nicht mehr jung. Sie ist mindestens 30 Jahre alt.
2000110	Kan du inte ge me lite pengar?	2113419	Könntest du mir bitte etwas Geld geben?
2000111	Har du några syskon?	541099	Hast du Geschwister?
2000121	Han studerar alltid.	594840	Er studiert die ganze Zeit.
2000125	Glöm inte att signera med ditt namn.	2113426	Vergiss nicht, mit deinem Namen zu unterschreiben!
2000238	Det regnar idag. Var är mitt paraply?	2113441	Es regnet heute. Wo ist mein Regenschirm?
2000239	Låt mig betala min del.	2113443	Lass mich meinen Anteil bezahlen!
2000240	Med andra ord: han är lat.	2113447	Mit anderen Worten, er ist faul.
2000245	Reglerna kräver att vi alla är närvarande.	2113449	Die Regeln verlangen, dass wir alle anwesend sind.
2000246	Han kan tala med andar.	1920771	Er kann mit Geistern reden.
2001518	Tom verkar trevlig.	2113501	Tom macht einen netten Eindruck.
2001522	Vi kan inte göra det.	2283595	Wir können das nicht.
2001526	Vi tummade på det.	2113537	Wir haben es fest verabredet.
2001531	Vi kommer att vara där.	2113550	Wir werden dort sein.
2001540	Vad bryr jag mig om det?	2113566	Das ist mir doch egal.
2001574	Kan Tom hjälpa oss?	2217448	Kann Tom uns helfen?
2008995	Hon väckte honom.	2204402	Sie weckte ihn.
2009014	Är du japansk?	2980377	Bist du Japaner?
2009989	Jag kommer att gå och fråga Tom.	3165469	Ich werde Tom fragen.
2010007	Det är inget problem.	1533335	Das ist kein Problem.
2014190	Tom lämnade ett meddelande.	3440979	Tom hinterließ eine Nachricht.
2015055	Du babblar.	3087247	Du laberst.
2015602	Berättade du för Tom?	3380162	Hast du Tom etwas davon erzählt?
2015718	Vill du ha barn?	2115998	Möchtest du Kinder haben?
2017035	Det är bara en tidsfråga.	2086112	Es braucht nur Zeit.
2021553	Hur fungerar det?	1998497	Wie funktioniert das?
2022388	Tom hjälpte mycket.	2727059	Tom half sehr.
2022392	Tom är en stamkund.	3150077	Thomas ist ein Stammkunde.
2022400	Tom är desperat.	3303102	Tom ist verzweifelt.
2022405	Tom är för ung.	2004145	Tom ist zu jung.
2022936	Det kan vi inte göra.	2283595	Wir können das nicht.
2022962	Var är vi nu?	3078016	Wo sind wir gerade?
2022991	Herr White är en förnuftig man.	1556044	Herr White ist ein vernünftiger Mensch.
2022997	Jag studerar spanska.	2297122	Ich lerne Spanisch.
2025344	Jag vet bara inte.	3129135	Ich weiß es einfach nicht.
2025372	Jag behöver lite sömn.	2004266	Ich brauche ein wenig Schlaf.
2027034	Jag ger inte upp.	2513669	Ich gebe nicht auf.
2027305	Detta är felaktigt.	2355701	Das ist fehlerhaft.
2028883	Tom sitter inte i fängelse.	3433520	Tom sitzt nicht im Gefängnis.
2029331	Jag såg en gammal vän.	2727062	Ich traf einen alten Freund.
2029331	Jag såg en gammal vän.	2727064	Ich sah einen alten Freund.
2029360	Var snäll och påminn mig om jag glömmer bort.	2238181	Sei so nett und erinnere mich, falls ich es vergesse.
2029386	Hur många självmord tror du att det sker varje år i Japan?	1505071	Was meinst du, wie viele Selbstmorde jedes Jahr in Japan geschehen?
2029396	Han är bara en amatör.	413229	Er ist nur ein Amateur.
2029410	"Det är första gången jag river min ägare", sa katten.	1837178	„Es ist das erste Mal, dass ich meinen Besitzer gekratzt habe“, sagte die Katze.
2029893	Tom frågade Mary om hon kunde hjälpa honom.	1081193	Tom fragte Maria, ob sie ihm helfen würde.
2029895	Hon väntar.	3128324	Sie wartet.
2029977	Massorna reste sig mot diktatorn.	2918705	Die Massen erhoben sich gegen den Diktator.
2030746	Ser Tom förvirrad ut?	2377097	Sieht Tom verwirrt aus?
2030875	Mohand är min halvbror.	2344544	Mohand ist mein Halbbruder.
2030892	Livet är inte lätt.	533749	Das Leben ist kein Zuckerschlecken.
2035033	Vad gör vi?	2918771	Was machen wir?
2037797	Vad gör vi nu?	2811150	Was machen wir jetzt?
2040672	Middagen var toppen.	2918728	Das Essen war spitze.
2041348	Det glädjer mig att höra om den nyfödde.	2177114	Ich freue mich von dem Neugeborenen zu hören.
2042379	Jag tar det som ett tecken på kärlek.	2038683	Ich verstehe das als ein Zeichen der Liebe.
2042379	Jag tar det som ett tecken på kärlek.	2042343	Ich halte das für ein Zeichen der Liebe.
2042379	Jag tar det som ett tecken på kärlek.	2042344	Ich nehme das als ein Zeichen der Liebe.
2042379	Jag tar det som ett tecken på kärlek.	2042415	Ich verstehe dies als ein Zeichen der Liebe.
2042379	Jag tar det som ett tecken på kärlek.	2042416	Ich halte dies für ein Zeichen der Liebe.
2042402	Jag hoppas att vi finner Tom.	3165487	Ich hoffe, dass wir Tom finden.
2042405	”Vad tänker du på?” ”Jag tänker på dig.”	1515903	„An was denkst du?“ – „Ich denke an dich.“
2042405	”Vad tänker du på?” ”Jag tänker på dig.”	3059666	„Woran denkst du?“ – „Ich denke an dich.“
2042410	Vi kommer ifrån olika länder.	3433517	Wir kommen aus unterschiedlichen Ländern.
2043742	Jag kan inte sova bara.	3292732	Ich kann einfach nicht schlafen.
2043763	Jag tyckte om din historia.	2177181	Mir gefiel deine Geschichte.
2044073	Tror du att Steve Jobs skulle ha varit lika framgångsrik som han varit om hans efternamn varit ”Joobs” istället?	3150266	Glaubst du, dass Steve Jobs so erfolgreich gewesen wäre, wie er es war, wenn sein Nachname stattdessen 'Joobs' gewesen wäre?
2044361	Smickrare liknar vänner, liksom vargar liknar hundar.	3002365	Schmeichler gleichen Freunden, so wie Wölfe Hunden gleichen.
2046292	Tom har många dåliga vanor.	3087282	Tom hat viele schlechte Angewohnheiten.
2047106	Tom kan inte höra dig.	3087291	Tom kann dich nicht hören.
2048588	Ni borde vara försiktigare nästa gång.	2350811	Sie sollten das nächste Mal vorsichtiger sein.
2048614	Tom är vid dörren.	1996491	Tom steht an der Tür.
2048648	Tom var medveten om riskerna.	2719267	Tom war sich der Risiken bewusst.
2048657	Tom ser orolig ut.	1937994	Tom sieht besorgt aus.
2048661	Tom ser förvirrad ut.	3101453	Tom sieht verwirrt aus.
2048757	Han utforskade Amazonas regnskog.	2759593	Er erforschte den Regenwald am Amazonas.
2049009	Vi har inga hemligheter.	1894054	Wir haben keine Geheimnisse.
2049018	Vi kommer att försöka.	2110886	Wir werden es versuchen.
2049024	Vad hände sen?	3150096	Was geschah dann?
2049058	Vad är det med Tom?	2192870	Was ist los mit Tom?
2049074	Du får inte ringa Tom.	2192854	Du darfst Tom nicht anrufen.
2051122	Jag hoppas att Tom säger ja.	2297041	Ich hoffe, dass Tom ja sagt.
2051144	De är alla oskyldiga barn.	724925	Sie sind alle unschuldige Kinder.
2051931	Jag försökte varna dig.	2344465	Ich habe versucht, dich zu warnen.
2051940	Jag ringer en taxi åt dig.	3087289	Ich ruf dir ein Taxi.
2054360	Jag har varit bekant med henne i över 20 år.	2811174	Ich kenne sie schon über zwanzig Jahre.
2055474	Det är kvalmigt här inne.	3002352	Hier drinnen ist es stickig.
2059083	Turkisk lira är den officiella valutan i Turkiet.	3165478	Die türkische Lira ist die offizielle Währung der Türkei.
2078987	När du kommer till Frankrike ska vi åka till Marseille.	3150093	Wenn du nach Frankreich kommst, gehen wir nach Marseille.
2079127	Har du ätit färdigt frukosten än?	2192896	Bist du schon fertig mit dem Frühstück?
2079129	Var är mina saker?	3087293	Wo sind meine Sachen?
2079154	Har vi råd med det nu?	3292680	Können wir es uns momentan leisten?
2081960	Han var tvungen att lämna skolan för att han var fattig.	2133230	Er musste die Schule verlassen, weil er arm war.
2081963	Kasta inte bort den här tidningen!	2133238	Wirf diese Zeitung nicht weg!
2081965	Min farbror bor i New York City.	2133280	Mein Onkel wohnt in New York.
2081976	Tack så mycket.	368	Vielen Dank!
2081986	Vill du äta något?	608088	Möchtest du etwas essen?
2082233	Min syster gråter ofta.	236457	Meine Schwester weint oft.
2082239	Hon rekommenderade kunden en blå slips.	2172547	Sie empfahl dem Kunden einen blauen Schlips.
2082616	Vann du kappkörningen?	2177166	Hast du den Wettlauf gewonnen?
2082616	Vann du kappkörningen?	2177170	Hast du das Rennen gewonnen?
2083642	Har du saknat mig?	365	Hast du mich vermisst?
2083821	Han berättade aldrig för någon.	3088446	Er hat es nie jemandem erzählt.
2084010	Han är rädd för ormar.	2133320	Er hat Angst vor Schlangen.
2084525	Han har på sig glasögon.	341585	Er trägt eine Brille.
2085384	Hur många fick du?	2208943	Wie viele hast du bekommen?
2085859	Jag visste att du skulle gilla den.	3088496	Ich wusste, dass du es mögen würdest.
2085872	Jag tror att Tom ljuger.	2115984	Ich denke, dass Tom lügt.
2085884	Du förstår mig.	1768207	Du verstehst mich.
2085900	Jag kommer att vara på mitt kontor.	3143685	Ich werde in meinem Büro sein.
2085973	Vad är lycka?	423392	Was ist Glück?
2086140	Patienten var i fara.	1830887	Der Patient war in Gefahr.
2086192	Jag ska inte dö.	1792650	Ich werde nicht sterben.
2086199	Det känns riktigt bra.	3303109	Das fühlt sich richtig gut an.
2086342	Hur gammal är din farfar?	352017	Wie alt ist dein Großvater?
2086365	Jag tvättade mig.	769108	Ich habe mich gewaschen.
2088151	Vissa fiskar kan byta kön.	1080345	Manche Fische können ihr Geschlecht wechseln.
2088363	Säg åt Mary att jag älskar henne.	2088367	Sage Maria, dass ich sie liebe!
2088364	Berätta vad du såg.	3002362	Erzähl, was du gesehen hast.
2090810	När frågade du Tom?	3152080	Wann hast du Tom gefragt?
2090831	Är det där mina örhängen?	3088444	Sind das meine Ohrringe?
2090980	Skulle jag kunna få en servett?	3292702	Könnte ich bitte eine Serviette bekommen?
2090994	Fick du checken?	3078040	Hast du den Scheck bekommen?
2091014	Spelar det verkligen någon roll?	3086691	Spielt das wirklich eine Rolle?
2094357	Tvinga mig inte att göra det här.	3292615	Zwing mich nicht das zu tun!
2096041	Hur visste Tom det?	2238195	Woher wusste Tom das?
2096043	Hur fick du tag på dem där?	2238210	Wo hast du die denn her?
2096302	Häller du upp mer te åt mig?	2918863	Könntest du mir noch ein wenig Tee einschenken?
2098226	Fågeln vippar på stjärten.	3340418	Der Vogel wippt mit dem Schwanz.
2098558	Jag vill tro dig.	3165499	Ich möchte dir glauben.
2099925	Lärare måste förstå barn.	607088	Lehrer müssen Kinder verstehen.
2100293	Inte här!	2099378	Nicht hier.
2102250	Jag har byggt ett hus med utsikt över berget.	604973	Ich habe ein Haus mit Sicht auf den Berg gebaut.
2105485	Mitt bemödande avsatte inget resultat.	2183963	Meine Bemühungen hatten keinen Erfolg.
2112339	Han förvirrade oss.	3064750	Er verwirrte uns.
2112339	Han förvirrade oss.	3064752	Er brachte uns durcheinander.
2113037	Jag studerar på universitetet i Hyogo.	911789	Ich studiere an der Universität in Hyogo.
2113545	Tom är arg.	2192899	Tom ist ärgerlich.
2113556	Tom är sjuk.	1940718	Tom ist krank.
2114726	Tom är vid liv.	3308101	Tom ist am Leben.
2114756	Tom är vid medvetande.	2887216	Tom ist bei Bewusstsein.
2114767	Tom är farlig.	3245485	Tom ist gefährlich.
2114780	Tom har rymt.	3150113	Thomas ist entkommen.
2114783	Tom är orädd.	3065834	Tom ist furchtlos.
2114790	Tom är stollig.	3303121	Tom hat einen Spleen.
2114797	Tom är vänlig.	1495932	Tom ist freundlich.
2114800	Tom sörjer.	3440995	Tom trauert.
2114827	Tom skrattar.	1713307	Tom lacht.
2114838	Tom har tur.	3534403	Tom hat Glück.
2114850	Tom är framåt.	3002351	Tom ist unternehmungslustig.
2114851	Tom har sagt upp sig.	3064760	Tom hat gekündigt.
2115554	Var god och tag plats!	1735319	Bitte nehmen Sie Platz!
2115554	Var god och tag plats!	1392674	Bitte setz dich!
2115640	Har du tid att komma imorgon?	2115638	Schaffst du es morgen zu kommen?
2115802	Var god och ta plats!	1392674	Bitte setz dich!
2116328	Vilka är fördelarna?	2116327	Wozu soll das gut sein?
2116328	Vilka är fördelarna?	3345068	Was sind die Vorteile?
2116351	Strävan efter sanning är beundransvärd.	2174867	Das Streben nach Wahrheit ist bewundernswert.
2116490	Du har ett samtal.	2115546	Du wirst am Telefon verlangt.
2116847	Att sträva efter sanning är beundransvärt.	2174867	Das Streben nach Wahrheit ist bewundernswert.
2117409	Han sov tungt.	2209049	Er schlief fest.
2117921	Bara för skojs skull gick jag med på förslaget.	2099183	Spaßeshalber ging ich auf den Vorschlag ein.
2118551	Det blir för mycket för mig. Jag behöver sakta ner.	1988820	Es wird mir zu viel. Ich muss kürzer treten.
2119134	Han lider av hjärtflimmer.	2129042	Er leidet an einem Herzflimmern.
2119723	Hur är det möjligt?	1791538	Wie ist das möglich?
2119836	Du har helt rätt.	1824196	Du hast absolut recht.
2120458	Betalar ni tillsammans eller var och en för sig?	2122040	Bezahlen Sie zusammen oder jeder für sich?
2120462	Vad satsar du på när du lagar mat?	2122034	Was ist dir wichtig, wenn du Essen zubereitest?
2120465	Förresten såg jag honom igår.	2122035	Übrigens habe ich ihn gestern gesehen.
2120469	Typiskt tjejsnack!	2122014	Typischer Weiberklatsch.
2120496	Vad tycker du, vad ska vi hitta på i morgon?	2122032	Was, meinst du, sollten wir uns für morgen ausdenken?
2120500	Tack för ditt mejl!	2122031	Danke für deine E-Mail.
2120503	Det vore kul att träffas snart igen.	2122021	Es wäre toll, wenn wir uns bald wieder treffen könnten.
2121745	Det är ett problem med honom, att han kommer alltid för tidigt.	2120081	Es ist ein Kreuz mit ihm, er kommt immer zu früh.
2121993	Vänta lite!	2121978	Warte doch mal!
2122113	Alltför höga förväntningar är ofta en orsak till besvikelse.	2119813	Zu hohe Erwartungen sind oft die Ursache für Enttäuschungen.
2122123	Antingen alla eller ingen.	2119811	Entweder alle oder gar keiner.
2122149	Allt var förberett i god tid före.	2118558	Alles war von langer Hand vorbereitet.
2122192	Jag ordnar det.	2117888	Ich bringe das in Ordnung.
2122199	Han ignorerar mig.	2117854	Er schneidet mich.
2122224	Jag bryr mig inte ett skit.	2112754	Mir doch egal.
2122234	Om du frågar mig, borde vi gå nu.	2112137	Ich habe den Eindruck, dass wir jetzt gehen sollten.
2122236	Flickan stack nyckeln i fickan.	2112153	Das Mädchen steckte den Schlüssel in ihre Tasche.
2122241	Betalade du för boken?	2112149	Hast du für das Buch bezahlt?
2122257	Berätta det inte för någon!	2112115	Erzähl es keinem!
2122263	Jag är ganska nöjd med min nya bil.	2112112	Ich bin mit meinem neuen Auto recht zufrieden.
2122265	Jag har ont i halsen och näsan rinner.	2112111	Ich habe Halsschmerzen und meine Nase läuft.
2122267	Min fru ringer mig ofta när jag är utomlands.	2112109	Meine Frau ruft mich oft an, wenn ich im Ausland bin.
2122272	Jag har inga planer för helgen.	2112108	Ich habe keine Pläne für das Wochenende.
2122277	Ge mig en torr handduk!	2112105	Bring mir ein trockenes Handtuch!
2122281	Jag kommer med nästa buss.	2112099	Ich komme mit dem nächsten Bus.
2122287	Vi svängde av åt fel håll.	2112094	Wir sind falsch abgebogen.
2122292	Såren läker med tiden.	2112071	Die Wunden heilen im Laufe der Zeit.
2122328	I matematik är han ett geni.	2112010	In Mathematik ist er ein Ass.
2122339	Vilken klocka som helst duger, så länge den är billig.	2111021	Jede Uhr ist ok, solange sie nur billig ist.
2122598	Var har du fått det där ärret ifrån?	1999369	Woher stammt diese Narbe?
2122616	Var växte du upp?	2177189	Wo bist du aufgewachsen?
2122670	Jag äter frukost klockan åtta.	2344472	Ich frühstücke um acht.
2124778	De levande kallar jag, de döda begråter jag, åskviggarna bryter jag.	2124781	Die Lebenden rufe ich, die Toten beklage ich, die Blitze breche ich.
2125184	Jag behöver inte den här boken.	2829628	Ich brauche dieses Buch nicht.
2125624	Mitt yrke är min hobby.	2125625	Mein Beruf ist mein Hobby.
2125921	Hon ringde upp mig från Tokyo.	2201379	Sie rief mich aus Tokio an.
2125936	Alice är min mamma.	1545431	Alice ist meine Mutter.
2126142	Du kan prata!	442609	Du hast gut reden!
2127146	Vad har det med saken att göra?	2127001	Was hat das denn damit zu tun?
2127162	Det är värt ansträngningen.	1935330	Es ist der Mühe wert.
2127925	Han är en man som vi alla respekterar.	2127926	Er ist ein Mann, den wir alle respektieren.
2127964	Jag måste göra det själv.	3099953	Ich muss es selber machen.
2127964	Jag måste göra det själv.	3099961	Ich muss es selbst machen.
2127977	Han ville ha ett bättre jobb än att städa kontorsgolv.	2177740	Er wollte einen besseren Job als im Büro den Fußboden zu reinigen.
2127981	Jag har aldrig ätit kinesisk mat.	3143993	Ich habe noch nie chinesisch gegessen.
2127987	Var god vänta.	3150175	Bitte warten Sie.
2128534	Är du buddhist?	2128545	Bist du Buddhist?
2128653	Han lämnade plötsligt rummet.	3292653	Er verließ plötzlich das Zimmer.
2128728	Jag trodde att Tom hade stuckit.	2297075	Ich dachte, Tom wäre schon weg.
2128739	Jag trodde du gillade mig.	2762121	Ich dachte, du mochtest mich.
2128760	Jag är bara en taxichaufför.	2727071	Ich bin nur ein Taxifahrer.
2128829	Bort med tassarna!	1814451	Hände weg!
2132797	Jag ångrar inte det jag gjorde.	2966264	Ich bereue nicht, was ich getan habe.
2132961	Jag ser ut som en ren.	2202101	Ich sehe aus wie ein Rentier.
2133056	Toms förklaring är mycket detaljerad.	2079165	Toms Erklärung ist sehr detailliert.
2133083	För vem ringer klockorna?	2080781	Für wen läuten die Glocken?
2133085	Hon hade en röd baddräkt på sig.	2080803	Sie hatte einen roten Badeanzug an.
2133088	Skulle du vilja ha ett kokt ägg till frukost?	2080843	Möchtest du ein gekochtes Ei zum Frühstück?
2133093	Gamla vänner kontaktade mig.	2080853	Alte Freunde setzten sich mit mir in Verbindung.
2133099	Du bör låta din son bli självständig.	2080831	Du solltest deinem Sohn erlauben, selbständig zu werden.
2133101	Trafikhinder varade i en timme.	2080871	Der Verkehrsstau dauerte eine Stunde.
2133104	Trafikstockningen varade i en timme.	2080871	Der Verkehrsstau dauerte eine Stunde.
2133117	Om det är gratis, ta så mycket du kan.	2297073	Wenn es gratis ist, nimm so viel du kannst.
2133175	Denna bok innehåller många vackra bilder.	2080933	In diesem Buch sind viele schöne Bilder.
2133190	Öppna inte dörren innan tåget har stannat.	2081933	Öffne nicht die Tür, bevor der Zug zum Stillstand gekommen ist.
2133196	Ditt hår är för långt.	2081939	Dein Haar ist zu lang.
2133211	Han har en hel del kreativa idéer.	2081947	Er hat eine Menge kreativer Ideen.
2133223	Taket på huset läcker.	2081949	Das Dach des Hauses ist undicht.
2133293	Jag tror inte att de accepterar dessa villkor.	2083296	Ich glaube nicht, dass sie diese Bedingungen akzeptieren.
2133332	Jag slutade röka för ett år sedan.	2085161	Ich habe das Rauchen vor einem Jahr aufgegeben.
2133342	Jag vill skicka det här brevet till Japan.	2085166	Ich möchte diesen Brief nach Japan schicken.
2133356	Bara ät, om du är hungrig!	2085169	Essen Sie, wenn Sie Hunger haben!
2133365	Koppen står på bordet.	2085191	Die Tasse steht auf dem Tisch.
2133369	Pojken har en tidning.	2085198	Der Junge hat eine Zeitung.
2133371	Vi bor på Parkgatan.	2085201	Wir wohnen in der Puistokatu.
2133379	Också detta är ett äpple.	2085239	Auch dies ist ein Apfel.
2133391	Han ville absolut börja gräla.	2085257	Er war total auf Krawall gebürstet.
2133408	Järn leder värme bra nog.	2085314	Eisen leitet Wärme ausreichend gut.
2133412	Tala tydligt!	2085323	Sprich deutlich!
2133442	Han misstänktes vara spion.	2086147	Er wurde verdächtigt, ein Spion zu sein.
2135474	Han kan tala franska och engelska.	2137681	Er spricht Französisch und Englisch.
2135476	Han var väldigt trött.	372639	Er war sehr müde.
2135505	Vad sa mannen?	2137620	Was sagte der Mann?
2135511	Ge mig ett glas mjölk.	2137623	Gib mir ein Glas Milch!
2135522	Dagen randas.	2137632	Der Tag graut.
2135530	Han hittade min cykel.	2137639	Er fand mein Fahrrad.
2135546	Jag har glömt min PIN-kod.	2137643	Ich habe meine PIN vergessen.
2135547	Jag vill inte översätta den här meningen.	2135534	Ich will diesen Satz nicht übersetzen.
2135547	Jag vill inte översätta den här meningen.	2137644	Ich möchte diesen Satz nicht übersetzen.
2135548	Jag vill inte översätta denna mening.	2135534	Ich will diesen Satz nicht übersetzen.
2135548	Jag vill inte översätta denna mening.	2137644	Ich möchte diesen Satz nicht übersetzen.
2136417	En polygon har många vinklar och lika många sidor. Alt övrigt kolla upp i Wikipedia!	1946537	Ein Vieleck hat viele Ecken und ebenso viele Seiten. Doch alles übrige schau in der Wikipedia nach.
2136695	Jag svimmade.	407486	Ich wurde ohnmächtig.
2137646	Det är bara en droppe i havet.	2135453	Es ist nur ein Tropfen auf den heißen Stein.
2138615	Rökning är strängt förbjudet här.	834914	Rauchen hier ist streng verboten.
2138638	Sätt dig ned och känn dig som hemma!	2138633	Setz dich, und mach es dir bequem!
2141745	Nu ska du få höra min hemlighet. Den är mycket enkel: Det är bara med hjärtat som man kan se ordentligt. Det viktigaste är osynligt för ögonen.	1566143	Hier ist mein Geheimnis. Es ist ganz einfach: man sieht nur mit dem Herzen gut. Das Wesentliche ist für die Augen unsichtbar.
2141772	Hur tar jag mig dit bäst?	2141771	Wie komme ich am besten dorthin?
2141942	Det är ett extremfall.	486133	Das ist ein Extremfall.
2142395	Den här sjön är verkligen fiskrik.	3308095	Dieser See ist wirklich reich an Fisch.
2143499	Jag måste springa ärenden.	2140835	Ich muss noch Besorgungen machen.
2143518	Att sträva mot strömmen kräver mod.	2137901	Gegen den Strom zu schwimmen erfordert Mut.
2143519	Det var allt annat än trevligt.	2137808	Es war alles andere als angenehm.
2143522	Det finns all anledning att betvivla att det är sant.	2137799	Es gibt allen Grund, daran zu zweifeln, dass es stimmt.
2143523	Jag försökte att undanröja alla tvivel.	2137793	Ich versuchte alle Zweifel zu beseitigen.
2143901	Jag beklagar att jag inte gick dit.	2143893	Ich bereue, dass ich nicht hingegangen bin.
2144019	Det kan ingen motstå.	2144011	Da kann keiner widerstehen.
2144107	Tack för skjutsen.	2144101	Danke fürs Mitnehmen.
2144198	Det kan du lita på.	2144194	Darauf können Sie sich verlassen.
2144198	Det kan du lita på.	2147382	Darauf kannst du dich verlassen.
2145221	Åh herregud!	1984834	Ach du meine Güte!
2145227	Vem arbetar ikväll?	676989	Wer arbeitet heute Abend?
2145258	Det var en bra idé.	2145252	Das ist ja eine tolle Idee.
2145274	Gör det aldrig igen!	1848854	Tu das nie wieder!
2145977	Vi hörs.	1416335	Wir bleiben in Kontakt.
2146043	Jag skulle gärna vilja ha en bit ost, tack.	2146047	Ich hätte gerne ein Stück Käse, bitte.
2146538	Jag tror killen menar allvar.	1927476	Ich finde, der Knabe ist seriös.
2146585	Oj, vad synd.	2146584	Oh, wie schade!
2147379	Glöm det, det blir inget!	2144201	Daraus wird nichts.
2147531	Tom kan inte bestämma sig för vad han ska köpa.	3097787	Tom kann sich nicht entscheiden, was er kaufen soll.
2147532	Han fick sitt vänstra ben skadat i en olycka.	3308122	Er verletzte sich bei einem Unfall am rechten Bein.
2147563	Så hur gick det? Blev det någon fisk?	3064740	Na, wie ist es gelaufen? Hast du Fische gefangen?
2147830	En snövall blockerade utfarten.	3542648	Ein Schneewall blockierte die Ausfahrt.
2147835	Källaren är översvämmad.	3087252	Der Keller ist überschwemmt.
2147863	Han låtsades hålla med henne.	3340437	Er tat so, als würde er ihr recht geben.
2147867	De har inte acklimatiserat sig än.	3308100	Sie haben sich noch nicht akklimatisiert.
2147932	Han blev förd bakom ljuset.	2887243	Er wurde hinters Licht geführt.
2147937	Patienten vårdas på intensiven.	3558085	Der Patient wird auf der Intensivstation betreut.
2147952	Han har ett gott hjärta.	396954	Er hat ein gutes Herz.
2148011	Visa vad du går för!	3087262	Zeig, was du kannst!
2148039	Men det är ju absurt.	2296894	Aber das ist ja absurd.
